Id compte,Mois,Client actif,Opérations client,Paiements carte,Paiements refusés,Dépenses carte,Dépôts
29,2025-09-01,1,23,10,0,610.36,132.0
431,2025-09-01,1,23,14,2,491.51,1557.68
121,2025-09-01,1,31,6,0,151.79,1469.0
220,2025-09-01,1,12,4,0,191.95,628.0
546,2025-09-01,1,18,4,0,146.5,393.0
44,2025-09-01,1,16,5,0,607.54,46.0
539,2025-09-01,1,28,8,0,183.6,1009.0
603,2025-09-01,1,9,4,2,155.62,127.0
330,2025-09-01,1,37,15,0,414.85,1782.79
242,2025-09-01,1,33,16,0,498.72,2293.09
750,2025-09-01,1,21,14,5,486.59,489.0
624,2025-09-01,1,27,16,4,790.24,2015.88
561,2025-09-01,1,27,16,1,730.25,2917.84
609,2025-09-01,1,34,16,0,400.08,1825.78
155,2025-09-01,1,35,19,0,754.89,2298.07
552,2025-09-01,1,34,17,0,645.25,2176.8
375,2025-09-01,1,23,12,0,347.39,1811.79
300,2025-09-01,1,12,4,2,136.37,0.0
405,2025-09-01,1,9,0,0,0.0,717.0
530,2025-09-01,1,32,14,0,484.69,2519.11
370,2025-09-01,1,9,3,2,86.87,0.0
458,2025-09-01,1,7,3,0,177.84,0.0
418,2025-09-01,1,27,16,2,666.2,1633.47
454,2025-09-01,1,21,7,1,428.6,573.0
321,2025-09-01,1,30,13,6,1227.31,1865.35
197,2025-09-01,1,15,5,0,381.56,788.0
253,2025-09-01,1,13,7,0,284.66,0.0
563,2025-09-01,1,9,4,0,259.21,1980.94
504,2025-09-01,1,33,13,0,1147.93,3385.88
24,2025-09-01,1,24,4,0,371.71,3453.0
584,2025-09-01,1,17,5,0,92.03,1008.0
265,2025-09-01,1,24,11,1,727.87,1679.7
173,2025-09-01,1,25,6,0,170.76,767.0
124,2025-09-01,1,31,17,0,581.31,2932.42
152,2025-09-01,1,24,15,0,531.28,3625.09
283,2025-09-01,1,38,19,0,645.48,2038.5
695,2025-09-01,1,14,5,1,210.47,307.0
411,2025-09-01,1,32,15,0,651.36,1468.7
239,2025-09-01,1,24,10,6,782.39,2169.4
177,2025-09-01,1,10,6,0,310.01,0.0
421,2025-09-01,1,7,3,0,62.67,0.0
595,2025-09-01,1,22,7,9,306.28,1517.15
23,2025-09-01,1,10,1,0,36.58,1733.0
606,2025-09-01,1,17,5,0,334.44,1034.0
355,2025-09-01,1,43,24,0,861.44,3309.9
423,2025-09-01,1,41,22,5,745.92,2106.54
159,2025-09-01,1,42,23,0,1049.68,2743.8
310,2025-09-01,1,37,22,0,1144.07,2511.05
529,2025-09-01,1,34,15,0,1085.91,2110.21
408,2025-09-01,1,30,16,1,601.26,1962.13
278,2025-09-01,1,30,17,1,558.53,1992.59
111,2025-09-01,1,25,12,2,344.54,1730.2
291,2025-09-01,1,20,11,0,519.0,2046.55
333,2025-09-01,1,17,4,0,76.09,299.0
329,2025-09-01,1,16,2,0,117.15,3067.0
158,2025-09-01,1,37,18,2,840.79,2055.09
251,2025-09-01,1,36,16,1,554.38,1966.69
357,2025-09-01,1,36,17,0,1238.82,3511.8
228,2025-09-01,1,9,3,0,43.91,0.0
4,2025-09-01,1,17,5,0,76.08,0.0
223,2025-09-01,1,15,3,0,45.67,367.0
8,2025-09-01,1,30,15,2,1114.13,2363.98
367,2025-09-01,1,1,1,0,69.4,0.0
15,2025-09-01,1,43,20,0,723.8,2375.09
280,2025-09-01,1,29,12,0,723.16,1888.66
261,2025-09-01,1,13,8,1,182.92,292.0
614,2025-09-01,1,21,16,0,591.9,1396.65
277,2025-09-01,1,25,13,0,404.63,2735.33
360,2025-09-01,1,10,3,3,151.16,175.0
353,2025-09-01,1,13,7,1,302.79,0.0
620,2025-09-01,1,26,13,1,408.32,2168.16
150,2025-09-01,1,4,0,0,0.0,0.0
541,2025-09-01,1,35,19,1,626.59,2515.09
397,2025-09-01,1,3,1,0,22.01,0.0
104,2025-09-01,1,21,14,0,413.24,2359.29
384,2025-09-01,1,20,13,0,919.48,1827.91
143,2025-09-01,1,34,17,0,1017.51,2001.43
427,2025-09-01,1,11,0,8,0.0,199.0
275,2025-09-01,1,12,3,0,65.29,274.0
437,2025-09-01,1,22,4,0,239.04,3409.0
495,2025-09-01,1,13,3,0,200.15,1245.0
245,2025-09-01,1,11,5,0,168.15,0.0
466,2025-09-01,1,23,8,0,331.81,880.0
622,2025-09-01,1,8,2,0,117.76,1175.0
250,2025-09-01,1,16,5,0,168.81,88.0
89,2025-09-01,1,9,3,0,92.63,0.0
210,2025-09-01,1,15,6,0,121.09,293.0
580,2025-09-01,1,34,19,0,606.72,2457.31
263,2025-09-01,1,29,17,0,805.9,3374.04
519,2025-09-01,1,13,4,1,145.4,492.0
113,2025-09-01,1,17,9,0,260.41,0.0
160,2025-09-01,1,34,21,0,1147.12,2816.74
16,2025-09-01,1,8,1,0,33.11,718.0
19,2025-09-01,1,10,4,0,139.57,0.0
380,2025-09-01,1,31,17,0,613.62,2948.03
66,2025-09-01,1,39,20,1,1126.11,1672.59
45,2025-09-01,1,40,24,0,721.15,1788.69
123,2025-09-01,1,22,13,0,434.57,2900.3
429,2025-09-01,1,30,17,0,543.63,1914.67
436,2025-09-01,1,2,2,0,125.15,2119.88
107,2025-09-01,1,37,16,0,614.04,1447.14
258,2025-09-01,1,20,3,0,125.46,885.0
439,2025-09-01,1,22,11,0,392.34,1956.38
175,2025-09-01,1,33,16,0,516.88,2524.47
292,2025-09-01,1,24,16,0,552.44,3290.54
590,2025-09-01,1,24,12,0,356.64,2586.98
607,2025-09-01,1,9,2,5,59.1,0.0
141,2025-09-01,1,30,15,1,530.92,1426.9
10,2025-09-01,1,23,5,1,116.75,916.0
337,2025-09-01,1,4,1,0,24.39,340.0
151,2025-09-01,1,22,13,0,483.66,1894.17
184,2025-09-01,1,29,18,0,613.15,2280.58
227,2025-09-01,1,35,17,0,576.07,1992.47
241,2025-09-01,1,36,13,0,428.61,1680.64
305,2025-09-01,1,33,18,0,477.3,1881.81
334,2025-09-01,1,26,12,0,717.45,2156.23
362,2025-09-01,1,28,11,0,509.71,1763.61
491,2025-09-01,1,31,12,4,452.99,1159.48
503,2025-09-01,1,19,8,0,177.38,1527.21
511,2025-09-01,1,26,14,0,383.18,1644.76
559,2025-09-01,1,26,11,3,384.37,1411.49
604,2025-09-01,1,22,9,0,298.0,2076.55
796,2025-09-01,1,23,9,1,323.62,116.0
221,2025-09-01,1,18,5,0,188.05,151.0
464,2025-09-01,1,2,0,0,0.0,0.0
256,2025-09-01,1,19,4,0,125.93,886.0
386,2025-09-01,1,23,12,0,491.43,2801.92
12,2025-09-01,1,41,20,0,611.7,2165.07
803,2025-09-01,1,12,4,3,106.83,1185.0
394,2025-09-01,1,14,4,3,149.61,167.0
274,2025-09-01,1,32,17,0,710.97,3615.75
434,2025-09-01,1,14,7,0,241.14,118.0
216,2025-09-01,1,6,3,0,153.98,253.0
496,2025-09-01,1,20,2,0,64.35,1875.0
268,2025-09-01,1,6,1,0,50.42,1046.0
202,2025-09-01,1,26,11,0,467.46,2299.35
60,2025-09-01,1,19,4,0,65.33,1105.0
34,2025-09-01,1,15,10,1,593.92,1112.36
328,2025-09-01,1,13,2,0,137.0,7689.0
212,2025-09-01,1,26,14,0,556.51,2098.3
433,2025-09-01,1,22,9,0,318.42,2421.23
578,2025-09-01,1,15,2,0,46.6,655.0
94,2025-09-01,1,19,7,0,302.74,2299.5
445,2025-09-01,1,10,2,4,21.68,42.0
442,2025-09-01,1,9,3,6,54.52,574.0
272,2025-09-01,1,38,15,0,684.23,1828.31
438,2025-09-01,1,11,2,1,58.36,515.0
100,2025-09-01,1,13,5,0,137.9,326.0
538,2025-09-01,1,31,24,1,1228.67,1950.32
531,2025-09-01,1,28,14,0,431.34,2578.59
84,2025-09-01,1,3,1,0,61.12,0.0
424,2025-09-01,1,16,9,0,451.36,1686.81
428,2025-09-01,1,9,0,4,0.0,468.0
527,2025-09-01,1,28,11,0,400.4,1524.61
767,2025-09-01,1,10,2,7,68.3,70.0
309,2025-09-01,1,11,2,0,39.34,2739.0
288,2025-09-01,1,25,10,2,307.43,1689.8
230,2025-09-01,1,29,12,0,411.95,3023.3
318,2025-09-01,1,24,13,3,483.61,2534.95
687,2025-09-01,1,10,1,0,47.65,692.0
126,2025-09-01,1,23,8,0,247.52,1778.2
165,2025-09-01,1,15,2,0,62.69,7261.0
198,2025-09-01,1,10,5,0,136.54,297.0
476,2025-09-01,1,15,4,0,149.6,163.0
457,2025-09-01,1,47,23,0,734.48,1555.55
799,2025-09-01,1,26,9,6,251.67,420.0
264,2025-09-01,1,15,1,1,32.77,300.0
468,2025-09-01,1,21,5,0,139.76,628.0
415,2025-09-01,1,25,12,0,456.52,1721.67
514,2025-09-01,1,26,6,0,167.89,820.0
50,2025-09-01,1,12,3,0,54.2,82.0
2,2025-09-01,1,19,4,0,188.75,1343.0
116,2025-09-01,1,12,0,0,0.0,1463.0
629,2025-09-01,1,45,18,1,547.11,2811.33
490,2025-09-01,1,34,13,1,498.35,2768.8
81,2025-09-01,1,34,21,2,625.55,2198.29
758,2025-09-01,1,9,5,15,115.79,117.0
520,2025-09-01,1,4,2,0,45.08,0.0
365,2025-09-01,1,14,2,0,42.14,165.0
417,2025-09-01,1,29,18,0,897.22,4909.26
315,2025-09-01,1,18,5,0,203.36,112.0
611,2025-09-01,1,32,17,0,730.81,3014.83
497,2025-09-01,1,8,2,2,75.08,72.0
345,2025-09-01,1,34,20,0,960.83,1959.02
92,2025-09-01,1,17,4,0,73.27,366.0
127,2025-09-01,1,18,4,0,143.6,627.0
1,2025-09-01,1,8,1,0,12.73,1829.0
196,2025-09-01,1,19,6,0,304.1,1108.0
558,2025-09-01,1,26,15,1,526.75,3785.78
591,2025-09-01,1,37,20,6,794.0,1396.7
78,2025-09-01,1,14,2,1,88.72,531.0
72,2025-09-01,1,12,5,0,249.96,313.0
219,2025-09-01,1,9,7,0,539.98,0.0
87,2025-09-01,1,30,13,0,288.5,1311.29
324,2025-09-01,1,17,5,0,188.27,0.0
545,2025-09-01,1,10,5,0,206.28,240.0
301,2025-09-01,1,21,6,0,271.32,187.0
594,2025-09-01,1,29,20,0,1089.87,1654.08
130,2025-09-01,1,15,4,0,178.48,1001.0
63,2025-09-01,1,28,17,0,896.6,2323.8
302,2025-09-01,1,39,16,0,758.52,2020.25
336,2025-09-01,1,24,15,0,854.98,2960.46
719,2025-09-01,1,2,0,0,0.0,0.0
195,2025-09-01,1,9,4,0,91.03,600.0
117,2025-09-01,1,22,7,0,344.46,2044.57
132,2025-09-01,1,31,17,0,501.4,2643.38
403,2025-09-01,1,29,14,1,604.76,1988.44
510,2025-09-01,1,14,1,0,23.6,1335.0
623,2025-09-01,1,11,5,1,171.3,439.0
11,2025-09-01,1,27,14,0,437.41,2106.32
71,2025-09-01,1,36,15,0,603.06,2119.01
88,2025-09-01,1,24,15,0,580.43,2019.59
170,2025-09-01,1,32,18,0,922.24,1834.28
359,2025-09-01,1,39,20,0,794.7,3294.88
205,2025-09-01,1,11,5,0,132.41,349.0
32,2025-09-01,1,37,20,0,651.33,2461.24
571,2025-09-01,1,14,3,1,69.61,618.0
628,2025-09-01,1,17,5,0,154.12,280.0
522,2025-09-01,1,36,17,2,707.03,2041.8
562,2025-09-01,1,6,6,0,153.22,0.0
612,2025-09-01,1,26,6,2,282.9,1079.0
463,2025-09-01,1,15,7,0,178.96,0.0
393,2025-09-01,1,9,3,0,348.7,0.0
105,2025-09-01,1,25,10,0,276.1,1922.33
818,2025-09-01,1,14,3,9,123.7,126.0
135,2025-09-01,1,19,7,0,212.86,482.0
211,2025-09-01,1,23,9,1,678.33,2695.89
791,2025-09-01,1,10,2,1,151.67,186.0
313,2025-09-01,1,10,6,0,107.58,0.0
774,2025-09-01,1,13,5,11,149.44,161.0
285,2025-09-01,1,6,0,3,0.0,201.0
82,2025-09-01,1,31,15,0,588.97,2430.32
526,2025-09-01,1,8,4,0,218.07,0.0
95,2025-09-01,1,18,4,0,210.78,1567.0
267,2025-09-01,1,29,15,2,514.55,2713.35
323,2025-09-01,1,13,5,0,145.09,491.0
465,2025-09-01,1,20,2,0,215.69,2674.0
75,2025-09-01,1,35,16,0,722.63,2412.32
472,2025-09-01,1,26,11,1,470.17,3672.72
125,2025-09-01,1,18,6,0,155.54,421.0
30,2025-09-01,1,3,1,0,19.17,0.0
235,2025-09-01,1,8,1,0,39.54,774.0
269,2025-09-01,1,17,3,0,96.55,6001.0
565,2025-09-01,1,12,1,4,19.22,74.0
518,2025-09-01,1,23,3,4,132.75,367.0
450,2025-09-01,1,7,4,0,186.9,228.0
550,2025-09-01,1,18,5,0,109.12,53.0
262,2025-09-01,1,25,16,0,665.92,1850.44
387,2025-09-01,1,10,1,0,80.55,241.0
470,2025-09-01,1,24,2,0,30.95,928.0
597,2025-09-01,1,11,3,0,93.55,0.0
192,2025-09-01,1,8,3,0,161.88,1665.0
169,2025-09-01,1,9,1,1,19.37,0.0
414,2025-09-01,1,11,7,2,142.83,0.0
154,2025-09-01,1,13,6,0,107.91,43.0
532,2025-09-01,1,6,4,0,117.3,0.0
109,2025-09-01,1,8,8,0,245.17,0.0
399,2025-09-01,1,23,5,0,252.82,462.0
203,2025-09-01,1,12,2,0,25.17,287.0
766,2025-09-01,1,21,7,7,183.45,314.0
149,2025-09-01,1,11,3,0,103.56,5894.0
18,2025-09-01,1,26,15,0,460.92,1724.98
592,2025-09-01,1,31,11,1,356.91,1645.29
326,2025-09-01,1,18,8,0,190.98,229.0
482,2025-09-01,1,26,11,0,518.67,2362.77
618,2025-09-01,1,21,9,0,310.01,1852.18
525,2025-09-01,1,15,4,1,106.55,52.0
79,2025-09-01,1,27,11,0,368.95,1727.22
187,2025-09-01,1,31,13,0,516.54,2576.59
498,2025-09-01,1,16,3,0,57.59,581.0
297,2025-09-01,1,15,4,0,411.48,508.0
37,2025-09-01,1,14,9,0,377.34,68.0
404,2025-09-01,1,20,6,0,231.2,337.0
224,2025-09-01,1,18,8,0,296.72,259.0
481,2025-09-01,1,8,6,0,125.95,0.0
819,2025-09-01,1,7,1,0,11.81,94.0
97,2025-09-01,1,16,2,0,71.27,2871.0
811,2025-09-01,1,10,2,3,32.37,68.0
447,2025-09-01,1,15,6,0,262.23,307.0
56,2025-09-01,1,14,2,0,77.04,1569.0
410,2025-09-01,1,12,6,0,236.97,0.0
613,2025-09-01,1,12,5,0,157.98,973.0
379,2025-09-01,1,14,8,2,394.26,166.0
395,2025-09-01,1,17,3,0,62.91,531.0
656,2025-09-01,1,9,4,0,106.8,152.0
493,2025-09-01,1,12,2,0,46.17,0.0
456,2025-09-01,1,11,5,2,215.52,0.0
700,2025-09-01,1,24,8,4,264.17,293.0
409,2025-09-01,1,7,4,0,208.02,3842.0
55,2025-09-01,1,12,9,0,325.58,0.0
260,2025-09-01,1,14,9,0,242.37,162.0
443,2025-09-01,1,9,3,0,146.44,0.0
249,2025-09-01,1,14,7,0,466.46,349.0
691,2025-09-01,1,10,3,0,236.34,360.0
542,2025-09-01,1,12,7,0,203.52,583.0
570,2025-09-01,1,17,5,3,149.64,317.0
361,2025-09-01,1,4,0,6,0.0,37.0
378,2025-09-01,1,14,0,0,0.0,11095.0
593,2025-09-01,1,6,4,1,100.53,0.0
821,2025-09-01,1,17,5,4,234.54,279.0
820,2025-09-01,1,20,6,0,332.01,548.0
358,2025-09-01,1,10,1,5,4.48,0.0
677,2025-09-01,1,22,12,0,485.26,154.0
627,2025-09-01,1,4,0,5,0.0,0.0
728,2025-09-01,1,12,6,2,123.72,148.0
630,2025-09-01,1,11,6,0,150.73,868.0
351,2025-09-01,1,19,8,0,263.54,551.0
426,2025-09-01,1,11,4,0,65.23,177.0
412,2025-09-01,1,7,4,0,212.41,995.0
139,2025-09-01,1,8,1,0,23.53,2281.0
234,2025-09-01,1,5,1,0,43.85,1066.0
448,2025-09-01,1,15,5,0,186.01,99.0
492,2025-09-01,1,16,5,2,125.94,426.0
432,2025-09-01,1,10,2,0,44.01,3391.0
789,2025-09-01,1,22,12,0,382.26,294.0
533,2025-09-01,1,19,4,0,214.52,4933.0
647,2025-09-01,1,16,4,2,146.43,148.0
286,2025-09-01,1,15,3,0,360.86,3388.0
808,2025-09-01,1,14,3,0,113.23,898.0
340,2025-09-01,1,8,5,0,171.39,0.0
193,2025-09-01,1,15,7,0,264.12,0.0
140,2025-09-01,1,19,3,0,146.31,388.0
134,2025-09-01,1,15,5,0,143.61,6191.0
556,2025-09-01,1,9,4,0,206.89,1471.0
17,2025-09-01,1,5,2,0,73.23,1932.0
697,2025-09-01,1,14,5,0,232.94,335.0
741,2025-09-01,1,10,6,1,190.82,194.0
517,2025-09-01,1,8,0,7,0.0,0.0
749,2025-09-01,1,12,4,11,165.97,168.0
743,2025-09-01,1,4,2,1,74.07,84.0
190,2025-09-01,1,4,4,0,99.92,0.0
238,2025-09-01,1,15,5,0,178.75,969.0
413,2025-09-01,1,1,1,0,27.45,0.0
655,2025-09-01,1,10,4,2,186.15,39.0
133,2025-09-01,1,12,3,0,69.01,461.0
773,2025-09-01,1,12,8,6,437.1,324.0
586,2025-09-01,1,20,5,2,282.61,367.0
435,2025-09-01,1,9,2,1,43.95,238.0
579,2025-09-01,1,15,4,12,109.79,121.0
349,2025-09-01,1,6,0,5,0.0,0.0
252,2025-09-01,1,14,5,0,249.51,640.0
462,2025-09-01,1,8,6,0,258.37,0.0
371,2025-09-01,1,6,2,4,14.35,0.0
508,2025-09-01,1,11,5,0,113.27,0.0
396,2025-09-01,1,22,6,0,221.23,806.0
634,2025-09-01,1,2,0,0,0.0,0.0
670,2025-09-01,1,7,2,4,40.62,52.0
769,2025-09-01,1,13,5,0,139.7,390.0
725,2025-09-01,1,10,2,0,36.19,2134.0
322,2025-09-01,1,15,9,0,282.63,363.0
346,2025-09-01,1,14,4,0,71.58,468.0
374,2025-09-01,1,9,2,0,19.83,102.0
658,2025-09-01,1,15,9,0,305.74,339.0
347,2025-09-01,1,16,4,0,91.1,616.0
157,2025-09-01,1,3,1,0,12.46,0.0
356,2025-09-01,1,7,4,1,123.56,209.0
201,2025-09-01,1,7,3,0,305.62,0.0
392,2025-09-01,1,16,3,0,109.89,92.0
790,2025-09-01,1,17,9,1,244.94,282.0
816,2025-09-01,1,7,1,1,10.53,132.0
449,2025-09-01,1,7,4,2,127.29,30.0
452,2025-09-01,1,19,8,0,272.35,78.0
585,2025-09-01,1,8,4,0,118.69,0.0
101,2025-09-01,1,8,2,0,317.67,1218.0
540,2025-09-01,1,13,2,15,110.74,116.0
722,2025-09-01,1,11,2,0,80.29,149.0
651,2025-09-01,1,18,1,0,32.07,631.0
259,2025-09-01,1,8,4,0,98.06,0.0
372,2025-09-01,1,16,3,0,119.02,4595.0
569,2025-09-01,1,8,2,4,50.22,72.0
163,2025-09-01,1,11,3,0,96.66,1090.0
581,2025-09-01,1,8,2,0,85.1,0.0
721,2025-09-01,1,14,6,7,205.24,208.0
93,2025-09-01,1,7,3,0,131.8,0.0
573,2025-09-01,1,9,2,0,49.9,397.0
631,2025-09-01,1,4,0,0,0.0,0.0
53,2025-09-01,1,8,2,0,100.57,0.0
5,2025-09-01,1,9,3,0,73.19,0.0
711,2025-09-01,1,9,1,0,22.81,4944.0
759,2025-09-01,1,11,5,1,117.18,119.0
350,2025-09-01,1,12,4,0,117.93,0.0
785,2025-09-01,1,4,0,0,0.0,0.0
636,2025-09-01,1,7,2,0,267.98,7836.0
794,2025-09-01,1,9,5,1,187.08,266.0
676,2025-09-01,1,15,7,1,251.72,334.0
744,2025-09-01,0,0,0,0,0.0,0.0
354,2025-09-01,1,11,1,0,27.42,1807.0
461,2025-09-01,1,7,5,0,156.88,0.0
273,2025-09-01,1,8,2,0,62.46,0.0
756,2025-09-01,1,13,4,0,126.64,255.0
99,2025-09-01,1,10,6,0,260.96,0.0
320,2025-09-01,1,1,1,0,8.53,0.0
752,2025-09-01,1,8,2,2,24.61,38.0
214,2025-09-01,1,9,3,0,59.83,0.0
703,2025-09-01,1,6,2,1,32.3,56.0
802,2025-09-01,1,20,12,2,317.02,324.0
666,2025-09-01,1,10,3,0,62.14,248.0
430,2025-09-01,1,12,3,0,527.52,1195.0
444,2025-09-01,1,7,2,0,52.83,634.0
664,2025-09-01,1,19,8,3,170.35,188.0
338,2025-09-01,1,4,0,0,0.0,0.0
147,2025-09-01,1,6,1,0,17.65,791.0
61,2025-09-01,1,11,3,0,90.74,0.0
602,2025-09-01,1,8,1,1,34.48,1092.0
688,2025-09-01,1,5,1,1,29.5,82.0
710,2025-09-01,1,5,3,0,378.89,1082.0
788,2025-09-01,1,19,6,0,202.99,828.0
823,2025-09-01,1,8,2,3,75.21,83.0
366,2025-09-01,1,11,1,0,42.13,439.0
678,2025-09-01,1,7,5,0,176.12,289.0
713,2025-09-01,1,13,3,0,134.41,579.0
36,2025-09-01,1,10,3,0,128.57,127.0
319,2025-09-01,1,10,3,0,100.75,4444.0
782,2025-09-01,1,8,0,0,0.0,964.0
668,2025-09-01,1,8,2,1,55.09,56.0
652,2025-09-01,1,5,1,1,24.7,62.0
598,2025-09-01,1,9,5,0,107.35,0.0
738,2025-09-01,1,8,2,3,41.75,62.0
348,2025-09-01,1,4,0,0,0.0,0.0
807,2025-09-01,1,5,1,0,59.46,146.0
708,2025-09-01,1,21,8,1,182.03,393.0
567,2025-09-01,1,7,1,0,25.48,0.0
797,2025-09-01,1,9,3,0,101.41,497.0
391,2025-09-01,1,12,3,0,62.22,357.0
543,2025-09-01,1,2,0,0,0.0,0.0
642,2025-09-01,1,13,2,0,46.33,871.0
282,2025-09-01,1,8,1,2,41.04,131.0
390,2025-09-01,1,4,2,0,49.68,0.0
665,2025-09-01,0,0,0,0,0.0,0.0
680,2025-09-01,1,2,0,0,0.0,1854.0
296,2025-09-01,1,5,5,0,125.1,0.0
705,2025-09-01,1,7,1,0,44.22,198.0
643,2025-09-01,1,8,2,0,29.54,747.0
757,2025-09-01,1,11,5,1,226.57,258.0
222,2025-09-01,1,9,2,0,184.04,1212.0
732,2025-09-01,1,11,5,4,140.25,133.0
577,2025-09-01,1,5,1,0,74.2,0.0
698,2025-09-01,1,11,5,4,131.0,140.0
225,2025-09-01,1,12,5,0,168.23,1498.0
306,2025-09-01,1,6,4,0,375.58,0.0
689,2025-09-01,1,11,5,0,273.48,122.0
440,2025-09-01,1,7,2,0,42.55,3992.0
704,2025-09-01,1,7,0,0,0.0,893.0
654,2025-09-01,1,2,0,0,0.0,0.0
640,2025-09-01,1,8,3,0,106.1,149.0
787,2025-09-01,1,2,0,0,0.0,93.0
781,2025-09-01,1,3,1,0,35.88,336.0
51,2025-09-01,1,3,1,0,597.16,0.0
817,2025-09-01,1,4,0,0,0.0,381.0
248,2025-09-01,1,5,1,0,306.38,856.0
213,2025-09-01,1,15,0,0,0.0,794.0
553,2025-09-01,1,5,0,0,0.0,69.0
814,2025-09-01,1,8,2,4,39.58,48.0
784,2025-09-01,1,5,3,0,69.91,186.0
681,2025-09-01,1,3,1,0,8.79,223.0
566,2025-09-01,1,10,1,0,124.21,4981.0
765,2025-09-01,1,11,7,0,270.48,896.0
761,2025-09-01,0,0,0,0,0.0,0.0
645,2025-09-01,1,2,0,0,0.0,613.0
747,2025-09-01,1,5,2,2,37.51,40.0
685,2025-09-01,1,6,2,0,41.44,90.0
760,2025-09-01,1,6,1,0,26.02,925.0
659,2025-09-01,1,8,1,0,10.47,449.0
753,2025-09-01,1,7,1,0,12.63,419.0
801,2025-09-01,1,3,1,1,22.07,96.0
824,2025-09-01,1,12,4,1,142.57,220.0
733,2025-09-01,1,7,3,0,117.14,93.0
718,2025-09-01,1,2,0,0,0.0,322.0
648,2025-09-01,1,7,1,0,62.41,1813.0
739,2025-09-01,1,7,3,0,96.46,296.0
644,2025-09-01,1,6,2,2,43.01,61.0
804,2025-09-01,1,3,1,0,4.48,112.0
736,2025-09-01,1,2,0,0,0.0,295.0
783,2025-09-01,1,4,2,0,235.97,3774.0
653,2025-09-01,1,4,2,0,30.1,75.0
304,2025-09-01,1,5,2,0,57.88,91.0
809,2025-09-01,1,11,5,0,127.98,549.0
702,2025-09-01,1,3,1,0,23.34,186.0
663,2025-09-01,1,6,2,4,46.34,93.0
679,2025-09-01,1,3,1,1,14.31,97.0
717,2025-09-01,0,0,0,0,0.0,0.0
777,2025-09-01,1,2,0,0,0.0,1174.0
730,2025-09-01,0,0,0,0,0.0,0.0
662,2025-09-01,1,10,2,4,42.92,60.0
775,2025-09-01,1,3,1,0,75.4,89.0
762,2025-09-01,1,8,4,0,166.04,212.0
751,2025-09-01,1,4,0,0,0.0,2501.0
684,2025-09-01,1,2,0,0,0.0,187.0
780,2025-09-01,1,5,0,0,0.0,20654.0
822,2025-09-01,1,4,2,0,51.21,146.0
674,2025-09-01,1,5,1,2,37.33,51.0
715,2025-09-01,1,9,3,0,156.47,277.0
779,2025-09-01,0,0,0,0,0.0,0.0
669,2025-09-01,1,5,1,0,26.96,51.0
650,2025-09-01,0,0,0,0,0.0,0.0
633,2025-09-01,1,7,2,0,41.07,331.0
786,2025-09-01,1,3,1,1,57.16,65.0
742,2025-09-01,0,0,0,0,0.0,0.0
735,2025-09-01,1,5,1,0,48.53,158.0
776,2025-09-01,0,0,0,0,0.0,0.0
731,2025-09-01,0,0,0,0,0.0,0.0
726,2025-09-01,1,6,0,0,0.0,255.0
683,2025-09-01,1,2,0,0,0.0,333.0
720,2025-09-01,1,2,0,0,0.0,220.0
716,2025-09-01,0,0,0,0,0.0,0.0
675,2025-09-01,1,3,0,0,0.0,105.0
768,2025-09-01,1,2,0,0,0.0,50.0
792,2025-09-01,1,8,2,0,50.43,206.0
745,2025-09-01,0,0,0,0,0.0,0.0
641,2025-09-01,1,3,1,0,201.13,377.0
673,2025-09-01,0,0,0,0,0.0,0.0
714,2025-09-01,1,5,0,0,0.0,648.0
707,2025-09-01,0,0,0,0,0.0,0.0
812,2025-09-01,0,0,0,0,0.0,0.0
748,2025-09-01,0,0,0,0,0.0,0.0
671,2025-09-01,0,0,0,0,0.0,0.0
778,2025-09-01,0,0,0,0,0.0,0.0
696,2025-09-01,1,2,0,0,0.0,6147.0
793,2025-09-01,0,0,0,0,0.0,0.0
771,2025-09-01,0,0,0,0,0.0,0.0
815,2025-09-01,0,0,0,0,0.0,0.0
770,2025-09-01,0,0,0,0,0.0,0.0
763,2025-09-01,1,2,0,0,0.0,128.0
764,2025-09-01,0,0,0,0,0.0,0.0
339,2025-09-01,1,2,0,0,0.0,986.0
632,2025-09-01,1,2,0,0,0.0,144.0
754,2025-09-01,1,5,0,0,0.0,779.0
772,2025-09-01,1,4,0,0,0.0,143.0
639,2025-09-01,0,0,0,0,0.0,0.0
686,2025-09-01,1,3,1,0,97.99,319.0
477,2025-09-01,1,5,1,0,38.66,3520.0
657,2025-09-01,0,0,0,0,0.0,0.0
73,2025-09-01,1,4,0,0,0.0,0.0
810,2025-09-01,0,0,0,0,0.0,0.0
649,2025-09-01,0,0,0,0,0.0,0.0
806,2025-09-01,0,0,0,0,0.0,0.0
729,2025-09-01,0,0,0,0,0.0,0.0
54,2025-09-01,1,4,0,0,0.0,0.0
723,2025-09-01,0,0,0,0,0.0,0.0
661,2025-09-01,0,0,0,0,0.0,0.0
709,2025-09-01,0,0,0,0,0.0,0.0
635,2025-09-01,0,0,0,0,0.0,0.0
690,2025-09-01,0,0,0,0,0.0,0.0
813,2025-09-01,0,0,0,0,0.0,0.0
712,2025-09-01,0,0,0,0,0.0,0.0
686,2025-10-01,1,31,14,0,505.0,2139.35
941,2025-10-01,1,29,15,13,366.9,382.0
354,2025-10-01,1,6,3,0,171.67,1056.0
94,2025-10-01,1,33,19,0,1280.01,2390.96
