account_id,segment,R,F,M,recency_days,frequency_180d,card_spend_180d,balance_at_period_end
644,Champions,5,4,5,2,165,3936.4,1334.99
645,Champions,5,5,4,1,188,3123.42,1306.81
646,Épargnants peu actifs,5,2,2,7,46,390.99,6730.17
647,Champions,5,4,5,3,170,4350.86,1531.07
648,Clients réguliers,5,3,3,3,69,786.89,5247.7
649,Champions,5,5,5,2,182,3789.98,465.6
650,Champions,5,4,4,2,165,3289.6,7372.81
651,Clients réguliers,5,3,3,0,84,887.39,1512.51
652,Clients réguliers,5,4,3,1,88,1166.89,979.16
653,Champions,5,4,4,3,162,3248.44,339.74
655,Endormis,1,1,1,178,3,43.99,1667.9
656,Clients réguliers,5,3,4,1,74,1295.2,8749.16
657,Champions,5,5,4,0,173,3120.94,2858.98
658,Endormis,1,1,1,130,9,35.67,340.56
659,Clients réguliers,5,4,3,1,97,1168.91,4094.24
660,Épargnants peu actifs,4,2,3,18,39,1222.15,2635.85
662,Champions,5,4,4,6,143,3319.38,684.13
663,Champions,5,5,5,0,175,3960.25,350.46
664,Champions,5,5,4,0,171,3065.18,2702.31
666,Clients réguliers,5,3,3,5,63,1082.51,4215.79
667,Clients réguliers,5,4,3,1,87,832.6,310.12
668,Endormis,1,1,2,128,15,513.92,827.13
669,Champions,5,4,4,1,157,3068.03,619.64
670,Clients réguliers,5,4,3,2,100,958.89,2015.48
671,Clients réguliers,5,3,3,5,74,802.05,3514.59
672,Clients réguliers,5,3,2,2,74,407.53,13285.02
673,À risque,2,4,4,71,108,2192.62,1041.23
674,Champions,5,5,5,1,187,3888.69,1.33
676,Champions,5,5,5,2,189,3710.48,453.24
677,Champions,5,5,4,1,186,3339.98,335.73
678,Champions,5,5,4,4,179,3089.89,901.34
679,Champions,5,5,4,1,180,2838.66,1164.54
680,Épargnants peu actifs,5,2,2,0,57,554.12,35820.43
682,Épargnants peu actifs,5,2,2,0,47,460.94,9268.06
683,Endormis,1,2,1,114,39,153.69,2203.52
685,Occasionnels,5,2,3,1,53,859.55,230.23
686,Champions,5,5,5,0,178,3725.22,428.82
687,Champions,5,4,4,0,91,1488.79,3133.63
688,Endormis,1,1,2,124,25,409.75,264.41
689,Champions,5,4,5,2,167,5246.9,95.75
690,Épargnants peu actifs,5,2,2,0,47,469.8,7720.1
691,À risque,2,3,3,63,71,1094.7,3715.15
692,Clients réguliers,4,3,3,8,67,726.18,7844.37
693,Champions,5,5,5,0,188,3699.09,118.04
694,Épargnants peu actifs,4,2,3,12,33,858.89,11820.11
695,Champions,5,4,4,0,86,1323.13,1587.39
696,Épargnants peu actifs,5,2,3,4,55,831.0,6349.95
697,Champions,5,4,4,1,143,2652.54,1739.8
698,Champions,5,4,5,1,159,3452.86,85.09
699,Épargnants peu actifs,5,2,2,0,46,389.08,9679.81
700,Champions,5,5,4,0,188,3145.7,3109.28
702,Clients réguliers,5,3,3,3,83,1089.12,2604.57
703,Clients réguliers,5,3,2,0,76,664.24,281.8
704,Épargnants peu actifs,4,2,3,8,58,974.0,11832.29
705,Champions,5,5,5,0,173,3435.07,128.23
706,Clients réguliers,4,3,2,11,61,450.25,6324.75
708,Champions,5,5,5,3,183,4209.46,258.35
710,Endormis,1,1,1,218,0,0.0,1780.1
711,Épargnants peu actifs,5,2,2,2,53,628.4,4910.31
712,Champions,5,5,5,0,180,4461.47,0.76
713,Clients réguliers,5,3,3,5,74,1213.5,2160.83
714,Clients réguliers,5,3,2,1,66,661.24,371.13
715,Champions,5,4,5,0,157,3995.6,639.81
718,Champions,5,4,4,1,89,1468.73,1105.44
720,Champions,5,5,5,0,178,3636.19,195.16
721,Champions,5,5,4,0,177,3104.63,45.76
722,Clients réguliers,5,3,3,3,74,760.77,2140.01
723,Champions,5,5,5,0,195,3691.24,359.13
724,Occasionnels,5,2,2,2,34,410.44,1928.56
725,Clients réguliers,5,3,3,0,59,943.47,9567.61
726,Champions,5,5,4,0,187,3255.99,1736.88
727,Occasionnels,4,1,2,14,17,341.0,474.0
729,Champions,5,5,5,0,189,4384.36,1330.65
731,Champions,5,4,4,0,85,1346.74,92.44
732,Champions,5,4,5,1,164,3480.1,689.28
733,Champions,5,5,5,2,187,3910.65,961.22
734,Clients réguliers,5,3,2,0,65,487.12,11066.88
735,Champions,5,4,4,1,86,1585.55,4389.43
736,Clients réguliers,5,4,3,6,107,914.34,488.88
737,Épargnants peu actifs,5,2,2,4,56,486.36,4238.64
738,Endormis,1,1,1,246,0,0.0,766.67
739,Champions,5,5,4,0,198,3348.07,668.9
740,Épargnants peu actifs,5,2,2,2,50,624.56,9030.44
741,Endormis,1,1,1,223,0,0.0,390.68
742,Clients réguliers,5,3,3,2,76,976.44,2232.11
743,Clients réguliers,5,4,3,1,99,1083.44,3728.69
745,Clients réguliers,5,3,2,7,71,687.87,14676.9
746,Clients réguliers,5,3,3,6,66,855.15,4252.68
747,Champions,5,4,5,0,167,4407.95,1212.09
748,Champions,5,5,5,3,179,3772.26,1007.2
749,Champions,5,4,4,1,167,2886.32,970.91
750,Champions,5,5,5,1,195,3823.7,154.25
751,Épargnants peu actifs,5,2,2,2,48,485.07,27720.94
753,Champions,5,4,4,0,96,1348.57,1370.25
754,Clients réguliers,5,3,4,2,79,1480.84,1817.14
755,Épargnants peu actifs,4,1,2,18,23,352.12,3997.88
756,Occasionnels,5,2,2,0,57,446.32,262.46
758,Champions,5,5,4,1,186,3197.79,2466.14
759,Champions,5,5,5,0,185,3479.6,9.61
760,Épargnants peu actifs,1,1,1,165,3,67.13,2854.98
762,Champions,5,5,5,0,184,3403.31,383.4
764,Clients réguliers,4,3,2,10,75,558.97,184.69
765,Champions,5,5,5,0,185,3924.85,892.23
766,Champions,5,5,4,1,180,3207.99,800.31
767,Endormis,1,1,1,183,0,0.0,114.96
768,Clients réguliers,4,4,2,10,88,701.52,4580.91
769,Champions,5,5,5,0,171,3700.51,1338.88
770,Champions,5,5,4,4,188,3346.04,236.64
772,À risque,2,2,1,75,39,223.4,425.01
773,Champions,5,5,5,1,187,4176.32,1443.9
775,Champions,5,4,5,0,163,4004.95,1132.18
776,Champions,5,4,5,0,170,3926.73,1312.55
777,Clients réguliers,5,3,2,1,62,562.54,6202.29
778,À risque,3,3,3,55,64,835.57,11.64
779,À risque,2,2,2,75,56,637.22,757.39
780,Épargnants peu actifs,5,2,2,1,51,574.59,10115.63
781,Clients réguliers,5,3,2,4,82,604.4,310.72
782,Clients réguliers,4,3,2,11,69,593.37,11548.06
783,Épargnants peu actifs,5,2,3,1,55,826.8,19155.81
784,Clients réguliers,5,3,2,4,63,594.64,273.8
786,Endormis,1,1,1,220,0,0.0,551.75
787,Champions,5,5,5,1,176,3553.02,74.86
789,Champions,5,5,5,2,174,3640.69,216.9
790,Champions,5,5,4,1,189,2799.57,155.67
791,Endormis,1,2,3,107,45,809.88,81.04
792,Champions,5,5,5,0,171,3552.62,1756.3
793,Champions,5,5,5,0,186,3793.86,941.64
794,Endormis,1,1,1,187,0,0.0,1982.78
795,Champions,5,5,5,1,175,4018.95,7.43
796,Champions,5,5,5,1,179,4243.91,4686.21
797,Clients réguliers,5,3,2,1,70,631.51,1210.5
798,Clients réguliers,5,3,3,3,66,751.97,26789.81
799,Champions,5,4,5,3,166,3809.6,1920.05
800,Clients réguliers,4,3,2,26,75,506.18,19356.82
801,Champions,5,4,5,0,170,3356.66,384.24
802,Champions,5,5,5,2,178,4233.84,66.05
804,Champions,5,5,5,1,200,4486.07,14.25
805,Épargnants peu actifs,5,2,2,2,54,560.44,6437.56
807,À risque,3,3,4,59,80,1388.52,2167.64
808,À risque,2,2,2,66,31,286.18,284.11
809,Champions,5,5,5,3,175,3984.07,413.23
810,Endormis,1,1,2,148,15,309.6,1667.01
811,Épargnants peu actifs,3,2,2,60,51,549.9,3709.11
812,Champions,5,5,5,0,181,3935.38,199.27
813,Champions,5,5,4,0,171,3165.54,170.47
814,Champions,5,5,5,0,193,3892.79,2072.12
815,Champions,5,4,4,3,162,3148.86,1300.33
816,Champions,5,5,4,1,187,3014.55,419.1
817,À risque,2,1,1,84,28,261.1,141.86
818,Champions,5,4,4,2,169,2657.23,656.45
819,Épargnants peu actifs,1,1,1,210,0,0.0,2755.17
820,Épargnants peu actifs,2,2,2,80,56,625.96,3545.77
821,Champions,5,5,5,3,180,3832.55,840.25
822,Champions,5,5,5,1,203,4544.97,174.05
823,Champions,5,5,5,1,193,3830.48,1660.41
824,Champions,5,4,4,1,158,3080.81,774.21
825,Clients réguliers,4,3,4,9,75,1311.97,1534.73
827,À risque,2,4,4,81,102,1608.78,396.61
828,Clients réguliers,5,3,3,0,66,980.27,1680.58
829,Champions,5,4,5,0,159,4064.43,3649.06
831,À risque,3,3,4,39,84,1237.41,1030.01
832,Endormis,1,1,1,241,0,0.0,327.04
833,Champions,5,5,5,1,174,4408.51,1166.05
834,Champions,5,5,5,0,182,4625.25,708.59
835,Clients réguliers,5,3,3,3,70,1006.45,2307.84
837,Épargnants peu actifs,5,2,3,6,49,724.54,12303.66
838,Champions,5,5,4,3,176,3244.36,238.51
839,Champions,5,5,5,0,198,4414.41,483.41
840,Champions,5,5,4,0,178,2650.61,918.65
841,Champions,5,5,5,0,210,4341.44,643.15
842,Clients réguliers,5,4,3,0,96,1096.42,2712.85
843,Clients réguliers,5,4,3,0,96,796.05,2459.2
845,Champions,5,5,5,2,191,4255.06,783.23
846,Endormis,1,1,1,226,0,0.0,527.94
847,Clients réguliers,5,3,4,3,70,1627.68,2412.82
849,Épargnants peu actifs,1,1,1,222,0,0.0,2967.06
851,Endormis,1,1,1,259,0,0.0,1074.0
852,Endormis,1,2,2,140,33,526.77,190.79
853,Épargnants peu actifs,1,1,2,117,19,532.32,4594.54
855,Clients réguliers,5,3,3,2,76,943.72,1252.95
856,Champions,5,5,5,2,178,4156.76,767.47
857,Endormis,1,1,1,220,0,0.0,263.6
858,Clients réguliers,5,3,3,0,72,1040.19,803.78
859,Épargnants peu actifs,2,2,3,65,52,943.7,6370.83
860,Épargnants peu actifs,4,2,3,17,40,1132.1,15904.61
861,Clients réguliers,4,3,4,9,82,1335.89,2866.81
862,Clients réguliers,4,3,2,8,66,628.06,880.53
863,À risque,3,2,2,39,46,295.7,484.28
864,Champions,5,5,5,0,171,4349.57,588.53
865,Clients réguliers,5,3,2,0,70,656.44,17541.81
866,Épargnants peu actifs,2,2,2,62,35,474.21,12577.99
867,Champions,5,5,5,0,178,3828.88,739.46
868,Occasionnels,5,2,2,6,57,599.24,2364.22
869,Épargnants peu actifs,5,2,3,3,56,951.84,13427.62
870,Clients réguliers,5,3,3,5,67,1102.07,260.59
871,Champions,5,5,5,1,173,3402.63,1830.72
872,Clients réguliers,5,3,3,4,63,996.9,81.25
873,Champions,5,5,5,2,200,5187.71,734.95
875,Clients réguliers,5,3,4,0,75,1255.06,943.86
876,Champions,5,5,5,1,172,4360.66,11.69
877,Champions,5,5,5,2,185,3828.38,640.31
878,Champions,5,5,5,0,181,3403.17,318.44
879,Endormis,1,1,1,203,0,0.0,41.13
881,Champions,5,4,5,2,169,3365.7,981.52
883,Champions,5,5,5,1,189,4210.99,2809.02
884,Champions,5,5,5,0,175,3705.26,311.56
887,Occasionnels,4,2,2,30,49,652.53,7.52
888,Endormis,1,1,1,260,0,0.0,255.09
890,Champions,5,5,5,2,189,4352.96,549.23
892,Champions,5,5,5,5,212,3663.17,796.43
893,Clients réguliers,5,3,3,2,78,1070.46,2353.02
895,Clients réguliers,5,4,2,3,88,645.78,2393.65
897,Champions,5,4,5,2,151,3442.07,809.15
899,Endormis,1,1,1,219,0,0.0,383.41
901,Clients réguliers,5,3,2,0,69,627.29,128.56
902,Clients réguliers,5,3,2,3,76,649.82,6496.7
903,Épargnants peu actifs,5,2,3,5,49,1034.58,5669.89
905,Champions,5,4,5,0,160,3413.5,74.35
906,Clients réguliers,5,3,4,3,75,1566.72,2457.22
907,Champions,5,5,5,0,206,4525.06,274.72
909,Clients réguliers,4,3,2,23,60,504.42,1193.89
911,Champions,5,5,4,0,182,2288.71,145.2
912,À risque,2,2,3,71,48,1013.74,981.72
913,Épargnants peu actifs,4,2,1,10,33,139.49,7026.51
915,Occasionnels,5,2,3,5,58,891.79,1694.47
916,Champions,5,5,5,3,183,3646.14,713.18
917,Champions,5,4,4,3,163,3104.88,716.02
919,Clients réguliers,5,3,3,0,68,986.97,4493.46
920,Champions,5,4,4,3,165,2557.79,854.15
922,Champions,5,5,4,2,187,3236.42,53.76
924,Clients réguliers,5,3,2,2,62,466.07,1977.23
925,Clients réguliers,5,3,2,3,62,351.65,6437.7
926,Endormis,1,1,1,136,14,83.17,319.16
927,Clients réguliers,5,3,4,0,78,1445.73,4350.89
928,Champions,5,4,5,0,162,4394.67,541.36
929,Épargnants peu actifs,5,2,3,3,50,715.14,3300.81
930,Épargnants peu actifs,5,2,2,1,47,684.94,3522.76
931,Clients réguliers,5,3,2,0,66,675.52,2256.97
934,Clients réguliers,5,3,4,2,72,1448.74,8970.83
935,Épargnants peu actifs,4,2,2,12,43,435.28,4251.57
938,Champions,5,5,5,4,202,4740.7,7.23
939,Champions,5,5,5,2,195,3815.86,2794.38
940,Clients réguliers,5,3,3,2,69,766.72,855.75
941,Champions,5,4,5,0,170,3540.02,2511.35
942,Champions,5,5,5,0,179,4136.37,2632.57
944,Champions,5,4,4,2,169,3157.91,887.25
946,Clients réguliers,5,3,3,0,58,709.17,235.29
947,Clients réguliers,4,3,3,21,61,795.06,3060.8
948,Champions,5,5,5,0,177,3942.95,44.24
949,Champions,5,5,5,0,189,3685.48,419.45
950,Champions,5,5,4,0,195,3131.91,1765.85
951,Clients réguliers,5,4,3,1,86,712.7,3137.8
952,Champions,5,5,5,1,205,3532.13,1944.74
953,Champions,5,5,5,0,173,4282.37,298.65
954,Champions,5,5,5,1,172,4208.65,149.48
955,Épargnants peu actifs,5,2,3,3,54,940.64,12346.49
956,Endormis,1,1,1,137,24,173.27,909.23
957,Champions,5,4,4,0,93,1304.32,115.37
958,Champions,5,5,5,0,179,3707.64,16027.09
960,Champions,5,5,5,3,204,4585.83,2102.8
961,Clients réguliers,5,3,3,5,83,880.49,88.24
962,Champions,5,4,5,0,169,3550.48,1714.09
963,Champions,5,5,5,0,206,3847.18,884.16
964,Clients réguliers,5,3,3,2,79,775.73,16374.38
965,Clients réguliers,5,3,3,4,69,892.68,2688.28
966,Champions,5,5,5,0,180,4020.72,281.18
967,Clients réguliers,5,3,3,1,84,1071.92,2171.78
968,Clients réguliers,5,4,2,0,92,629.25,681.99
969,Clients réguliers,5,3,2,4,69,638.48,397.23
970,Champions,5,5,4,3,196,3345.71,12.21
971,Champions,5,5,5,0,183,4206.3,354.78
972,Champions,5,5,5,1,176,3622.7,1428.22
973,Endormis,1,2,3,154,35,1024.62,1885.26
974,Champions,5,5,4,0,191,2859.92,432.36
975,Clients réguliers,5,3,2,5,75,678.87,1176.22
976,Clients réguliers,5,3,2,1,69,657.24,1003.81
977,Champions,5,5,5,1,176,3608.15,3861.86
978,Champions,5,5,5,1,210,4349.09,1119.98
979,Clients réguliers,5,3,4,6,71,1240.02,2155.71
980,Clients réguliers,4,4,3,11,90,905.65,3371.47
982,Clients réguliers,5,4,3,0,95,1217.78,2165.67
984,Champions,5,5,5,0,189,3952.61,96.76
985,Champions,5,5,5,0,188,4918.22,944.98
986,Champions,5,4,5,3,149,3511.15,385.12
987,Clients réguliers,5,3,3,0,65,702.29,1358.75
988,Champions,5,4,4,0,100,1306.47,943.22
989,Champions,5,5,5,1,171,4804.44,1908.13
990,Endormis,1,1,1,206,0,0.0,260.0
991,Clients réguliers,4,3,3,16,68,1218.56,9810.52
993,Clients réguliers,5,3,3,7,83,808.13,1019.63
996,Champions,5,5,5,0,189,4423.04,174.5
997,Champions,5,5,5,1,193,5565.59,122.01
998,Champions,5,5,5,7,175,4693.84,9.9
1000,Champions,5,4,5,4,168,4470.41,1342.69
1001,Clients réguliers,4,3,2,19,63,616.25,10992.19
1002,Champions,5,5,5,2,182,3963.03,980.84
1004,Clients réguliers,5,4,3,0,87,920.92,1455.99
1005,Clients réguliers,5,3,2,1,67,647.52,4909.44
1006,À risque,2,2,2,87,45,338.64,1333.6
1007,Clients réguliers,4,3,4,26,81,1250.05,1082.71
1008,Champions,5,5,5,1,197,4264.59,879.11
1009,Champions,5,5,5,2,199,3595.86,158.18
1010,Épargnants peu actifs,5,2,1,5,44,147.15,9328.85
1011,À risque,2,2,2,71,48,585.73,3.28
1013,Champions,5,5,5,0,187,4895.19,317.57
1015,Clients réguliers,4,4,3,13,87,876.29,224.13
1017,À risque,3,3,2,38,70,594.6,996.33
1019,Épargnants peu actifs,5,2,3,0,47,1091.27,16362.26
1020,Clients réguliers,5,4,3,2,93,990.9,1471.34
1021,Clients réguliers,5,4,3,4,91,833.59,4418.61
1022,Clients réguliers,5,3,3,7,83,1157.19,721.61
1023,Champions,5,5,5,0,195,4622.25,862.53
1024,Champions,5,5,4,0,188,3207.7,2402.57
1025,Champions,5,5,4,0,191,3024.64,1219.0
1026,Champions,5,5,4,7,173,3020.18,1338.34
1027,Champions,5,5,5,0,173,3912.54,2578.75
1028,Champions,4,4,4,18,87,1266.1,3.83
1030,Clients réguliers,5,3,3,0,58,881.71,523.28
1031,Clients réguliers,4,3,2,25,74,657.94,1840.14
1032,Champions,5,4,4,0,168,3348.26,4244.15
1033,Champions,5,5,4,1,173,2973.0,656.21
1034,Clients réguliers,5,3,3,3,62,831.8,14692.3
1035,Endormis,1,4,4,99,85,1440.1,796.54
1036,À risque,3,3,3,54,65,908.79,1554.11
1037,Clients réguliers,4,3,3,11,73,960.39,40.9
1038,Champions,5,5,4,3,195,3101.66,602.43
1039,Endormis,1,1,1,182,0,0.0,456.53
1040,Clients réguliers,5,3,3,3,69,710.25,18261.78
1041,Clients réguliers,5,3,3,1,82,1040.63,314.41
1042,Endormis,1,1,2,116,25,602.57,631.12
1043,Champions,5,5,5,3,173,4795.09,3986.43
1044,Champions,5,5,5,1,183,3836.92,1034.82
1045,Clients réguliers,5,3,3,5,79,945.86,9.36
1046,Champions,5,4,4,1,92,1331.21,384.22
1047,Clients réguliers,5,3,3,1,80,1101.82,949.82
1048,Épargnants peu actifs,5,2,3,2,41,740.84,14669.16
1050,Champions,5,5,5,0,178,4320.08,384.93
1051,À risque,3,4,5,49,142,3382.93,1596.12
1052,Épargnants peu actifs,5,2,3,3,54,980.05,6077.65
1053,Champions,5,4,4,1,165,2810.41,544.11
1054,Champions,5,5,5,3,191,3796.53,3638.7
1056,Occasionnels,5,1,1,0,14,160.58,1157.42
1057,Clients réguliers,5,4,3,2,100,749.44,540.51
1058,Épargnants peu actifs,5,2,3,0,53,707.49,13155.48
1059,Endormis,1,1,1,110,28,143.87,2.13
1061,Clients réguliers,4,3,3,8,84,893.64,556.47
1062,Occasionnels,5,1,1,5,8,76.73,100.27
1065,Occasionnels,4,2,3,28,51,958.59,5.0
1066,Clients réguliers,5,3,3,0,66,872.54,2263.46
1067,Épargnants peu actifs,5,2,3,3,57,1142.28,7524.72
1068,Champions,5,5,5,0,195,4076.77,34.75
1069,Champions,5,4,5,0,166,3465.48,1173.43
1070,Endormis,1,2,3,93,33,894.85,2.22
1071,Clients réguliers,5,3,3,1,72,1063.85,2537.84
1072,Champions,5,4,5,4,154,4023.96,765.35
1073,Clients réguliers,5,3,3,3,63,785.1,6963.9
1074,Champions,5,4,5,1,157,3893.48,131.09
1076,Champions,5,4,5,0,168,4173.96,252.11
1077,Champions,5,5,4,0,184,3068.26,1080.76
1078,Champions,5,4,5,2,140,3498.17,2630.21
1079,Champions,5,5,5,2,184,5736.9,1516.22
1080,Clients réguliers,5,3,3,2,80,920.32,328.0
1085,Champions,5,5,5,0,170,3446.59,363.96
1086,Clients réguliers,5,3,3,7,76,766.53,4537.47
1087,Champions,5,5,5,3,179,4053.17,580.41
1089,Clients réguliers,5,4,2,0,89,697.97,978.13
1091,Champions,5,5,5,0,179,4561.37,147.03
1092,Champions,5,5,5,0,176,3774.95,513.91
1093,Clients réguliers,5,4,3,0,84,1203.23,4343.28
1094,Endormis,1,1,1,139,9,37.22,1277.46
1095,Champions,5,4,4,2,113,1240.38,1908.6
1097,Épargnants peu actifs,1,2,3,129,47,1145.6,5987.29
1098,Champions,5,5,4,0,174,2815.44,1255.66
1099,Champions,5,5,5,1,181,3670.32,4044.06
1101,Clients réguliers,5,3,3,0,75,770.02,450.98
1103,Champions,5,5,4,0,177,3093.25,133.07
1104,Endormis,1,1,1,197,0,0.0,1163.87
1105,Clients réguliers,4,3,3,15,74,1022.12,36.28
1109,Champions,5,5,4,0,177,3326.93,1044.24
1110,À risque,3,4,4,43,134,2786.68,1055.01
1111,Clients réguliers,5,3,2,0,74,607.2,851.02
1112,À risque,3,3,3,36,70,924.83,693.17
1113,Clients réguliers,5,3,2,0,67,451.84,48.83
1114,Clients réguliers,5,3,2,0,81,693.93,732.68
1115,Champions,5,5,4,0,205,3221.57,342.81
1116,À risque,2,2,3,78,53,790.9,21.3
1117,Occasionnels,5,2,3,0,57,861.01,640.07
1118,À risque,2,2,2,64,46,644.73,282.57
1119,Clients réguliers,5,4,3,0,98,1031.81,285.66
1120,Champions,5,5,5,0,170,3644.87,204.09
1121,Champions,5,4,5,1,167,4216.27,595.78
1122,Épargnants peu actifs,4,2,2,12,50,388.14,8719.86
1123,Clients réguliers,5,3,3,0,62,722.91,429.09
1125,Champions,5,5,5,0,177,4313.62,334.82
1127,Clients réguliers,5,4,3,0,96,1166.94,864.06
1128,Champions,5,4,4,0,141,2960.39,6242.32
1129,Clients réguliers,5,3,3,1,62,772.64,252.72
1131,Clients réguliers,5,3,3,0,64,800.23,401.77
1132,Clients réguliers,5,3,3,3,73,953.56,502.22
1133,Clients réguliers,5,4,3,5,84,815.9,1199.1
1135,Champions,5,5,5,0,200,4397.93,39.73
1137,Clients réguliers,5,4,3,0,84,901.3,298.83
1138,À risque,3,2,2,54,44,391.17,69.05
1139,Champions,5,5,5,0,174,3351.1,688.15
1140,Épargnants peu actifs,5,2,2,1,48,527.05,4060.95
1141,Champions,5,5,5,0,192,4034.65,534.61
1143,À risque,3,2,2,34,47,614.1,365.26
1144,Champions,5,4,4,1,100,1338.79,1353.56
1145,Champions,5,5,5,0,171,3845.89,540.53
1146,Clients réguliers,5,4,2,2,101,613.37,327.63
1147,Champions,5,5,5,1,188,4564.06,725.93
1148,Champions,5,5,5,2,176,3866.82,405.85
1149,Champions,5,5,5,1,177,3745.39,52.93
1150,Champions,5,4,4,1,118,1876.73,4034.08
1151,Champions,5,5,4,2,174,3122.16,207.21
1152,Champions,5,4,4,0,148,2849.88,158.92
1154,Épargnants peu actifs,5,2,3,1,41,755.91,4469.09
1155,Champions,5,5,4,0,170,3334.29,308.57
1156,Clients réguliers,5,3,2,1,71,524.7,169.3
1157,Champions,5,4,5,0,161,4371.22,656.98
1158,Champions,5,4,4,0,163,3045.16,229.57
1159,Clients réguliers,5,3,3,2,66,860.69,15946.31
1160,Endormis,1,1,2,130,20,377.12,30.88
1161,Endormis,1,1,2,157,7,292.53,81.47
1162,Clients réguliers,4,3,2,27,62,614.14,1649.86
1163,Clients réguliers,5,3,2,0,68,627.26,287.74
1164,Clients réguliers,5,3,2,0,82,517.05,676.95
1165,Clients réguliers,4,3,3,10,78,811.35,1477.65
1166,À risque,3,2,2,51,38,319.92,336.08
1167,Clients réguliers,4,3,3,12,69,722.51,3077.49
1168,Épargnants peu actifs,4,2,2,10,43,344.84,16889.16
1169,Clients réguliers,4,3,2,10,69,701.75,995.25
1170,Champions,5,4,4,2,157,3275.06,291.19
1172,Occasionnels,4,2,3,28,55,766.74,694.26
1173,Occasionnels,5,2,3,4,50,739.09,368.91
1174,Épargnants peu actifs,5,2,3,7,53,773.21,3104.79
1175,Clients réguliers,5,3,4,0,60,1303.41,10343.59
1176,Épargnants peu actifs,5,2,2,4,47,352.79,3495.21
1177,Champions,5,4,4,0,153,2795.42,167.76
1178,Clients réguliers,4,3,2,10,59,312.49,529.51
1179,Clients réguliers,5,3,3,1,74,1231.41,149.59
1180,Épargnants peu actifs,4,1,1,24,23,57.65,4344.35
1181,Clients réguliers,5,3,3,4,64,853.4,11845.6
1182,Épargnants peu actifs,5,1,1,5,14,16.12,7878.88
1183,Champions,5,4,5,0,153,3783.3,671.01
1184,Champions,5,4,5,1,146,3706.64,1980.17
1185,Champions,5,4,4,1,149,2689.27,33.57
1186,Champions,5,4,5,1,160,3521.41,31.2
1187,Clients réguliers,5,3,2,1,71,686.65,6104.35
1188,Champions,5,5,5,2,186,3411.6,4.72
1189,Champions,5,4,5,0,162,3824.44,287.71
1190,Clients réguliers,5,3,2,0,67,654.41,5545.59
1192,Champions,5,4,4,0,169,3304.22,425.84
1194,Champions,5,4,5,1,147,3389.26,205.0
1195,Occasionnels,5,2,3,3,49,1007.32,75.68
1196,Champions,5,4,4,4,150,3099.16,1137.36
1197,Clients réguliers,5,3,4,1,80,1303.87,716.13
1198,Clients réguliers,5,4,3,4,95,1093.29,227.71
1201,Champions,5,5,4,0,170,2997.68,519.22
1202,Clients réguliers,5,3,2,0,65,592.42,1436.58
1203,Champions,5,4,4,6,142,3225.64,503.4
1204,Clients réguliers,5,4,3,2,84,1187.69,1092.31
1206,Clients réguliers,5,3,2,2,65,687.99,7638.01
1207,Occasionnels,5,2,2,1,44,665.43,7.57
1208,Champions,5,4,5,1,158,4105.31,2374.94
1209,Champions,5,5,4,2,171,3022.69,323.09
1210,Clients réguliers,5,3,3,0,83,1152.53,1266.47
1211,Épargnants peu actifs,4,2,2,26,41,414.83,9629.17
1212,Champions,5,4,4,1,159,2879.19,710.69
1213,À risque,2,2,1,63,32,238.38,191.62
1214,Clients réguliers,5,4,3,6,87,1093.26,2025.74
1215,Clients réguliers,5,3,3,5,76,1094.99,828.01
1216,Champions,5,5,4,1,174,3181.4,19.17
1217,Épargnants peu actifs,5,2,3,4,41,890.95,5628.05
1219,Champions,5,4,4,4,147,2983.85,411.43
1220,Champions,4,5,4,8,173,3275.87,1.98
1221,Clients réguliers,5,3,2,6,72,510.37,13276.63
1222,Clients réguliers,4,3,4,9,75,1750.63,975.37
1223,Champions,5,4,4,2,143,2871.97,451.92
1224,Champions,5,4,4,0,159,3316.68,289.5
1227,Champions,5,5,4,2,172,3071.01,0.92
1228,Champions,5,4,4,4,154,3040.43,4.23
1229,Champions,5,4,4,1,131,2855.7,556.16
1230,Champions,5,4,5,0,156,3543.62,221.68
1231,Clients réguliers,5,3,2,4,75,511.35,412.65
1232,Clients réguliers,5,3,3,1,60,1164.95,5243.05
1233,Occasionnels,5,1,2,3,22,450.51,513.49
1234,Champions,5,4,5,3,135,3884.67,752.71
1235,Occasionnels,5,2,3,5,57,1057.95,449.05
1236,Champions,5,4,5,0,168,3497.89,201.79
1238,Champions,5,4,5,2,161,3835.72,726.17
1239,Champions,5,5,4,3,171,3259.27,1409.73
1240,Clients réguliers,5,3,3,1,63,757.04,370.96
1241,Clients réguliers,5,3,3,2,62,919.33,265.67
1242,Clients réguliers,5,4,3,0,92,859.29,8278.71
1243,Champions,5,4,5,1,163,3889.38,301.07
1244,Clients réguliers,5,4,3,1,88,846.01,262.99
1245,Champions,5,4,5,1,149,3625.37,171.9
1246,Champions,5,4,4,2,160,3010.46,8.02
1248,À risque,3,2,2,41,38,410.85,0.15
1249,Clients réguliers,5,3,3,0,60,960.74,374.26
1250,Clients réguliers,5,3,2,0,70,582.6,797.4
1251,Occasionnels,5,2,2,0,57,476.43,159.57
1252,Clients réguliers,4,3,3,12,78,949.11,1681.89
1253,Clients réguliers,5,4,3,1,100,1002.59,345.41
1254,Champions,5,4,5,0,150,3694.46,384.97
1255,Clients réguliers,5,3,2,0,59,636.5,113.5
